Queue,RevenuType,Program,Reason,CountryProcessed,time_to_complete
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,4571.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,11706.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,16217.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,9082.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,10506.0
<VL AOC E&E Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,11328.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,8922.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,16889.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,20431.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,609.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,20406.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,14391.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,20954.0
<VL Default E&E Transactions>,Non-revenue,OV/OVS,Order Transaction Request,United States,20439.0
<VL AOC E&E Ops In/Out>,Non-revenue,Enterprise,Order Transaction Request,Canada,13885.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,525.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1729.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,20563.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,8642.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,France,10488.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,14670.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1443.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2873.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Zimbabwe,6136.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Denmark,8689.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Belgium,20422.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Spain,4600.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Ireland,7399.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,France,5955.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Poland,17671.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Belgium,1635.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Russia,1836.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Pakistan,1824.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,10428.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Czech Republic,11349.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Israel,6307.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,11160.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,7460.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Jordan,18631.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Pakistan,1360.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Pakistan,301.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Finland,285.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,19312.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,France,7513.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey,222.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,13492.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10600.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey,2627.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,16182.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,13586.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,10147.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,15111.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,Canada,8902.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,184.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,20227.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,9984.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Argentina,7231.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,20812.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,13353.0
<VL APOC Ops Out>,Current Revenue,SPLA,Order Transaction Request,Singapore,7884.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,15589.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,21915.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,6955.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,19071.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,13114.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,19840.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,14127.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,18937.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8650.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,18956.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,15341.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,14263.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,12485.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,India,383.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,1538.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,11510.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,3446.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,3447.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,21761.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,3445.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,10093.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Netherlands,307.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal,527.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,3092.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Russia,4301.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,18740.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Croatia,1372.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,1277.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,317.0
<VL AOC Broken Pending Notification>,Non-revenue,Enterprise,Order Transaction Request,United States,13703.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Israel,2902.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,13148.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria,17263.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,19933.0
<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Netherlands,20138.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,1247.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,2647.0
<VL AOC E&E EA Core Processing>,Non-revenue,Enterprise,Order Transaction Request,United States,20232.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10573.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,5851.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,140.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,12223.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,17718.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,17663.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,13323.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8576.0
<VL EOC Enterprise Orders and Adjustments>,Future Billing,Enterprise,Order Transaction Request,Spain,3920.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,17650.0
<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,France,7173.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1893.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,12051.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,10014.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,11705.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1563.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Brazil,17844.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,5643.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,11915.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,11651.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10513.0
<VL APOC Ops Out>,Current Revenue,SPLA,Order Transaction Request,Singapore,6439.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Costa Rica,14040.0
<VL AOC SMS&P Processing>,Current Revenue,IP&L,Order Transaction Request,United States,3345.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,10465.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,538.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1174.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey,15017.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,10397.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,613.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,4957.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Pakistan,7975.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,363.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,7090.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,4687.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5411.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,17050.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8052.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,12834.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Russia,1659.0
<VL EOC L2 Query>,Current Revenue,Enterprise,Order Transaction Request,Germany,5574.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel,8882.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,9591.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,15964.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy,5934.0
<VL AOC Outbound Shipping>,Future Billing,Enterprise,Order Transaction Request,United States,17455.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,South Africa,13142.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,Brazil,10412.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Mexico,10701.0
<VL EOC Enterprise Orders and Adjustments>,Disputed Revenue,Enterprise,Order Transaction Request,United Kingdom,5698.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,12607.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,France,980.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4616.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,2851.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,9008.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,12063.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Denmark,12548.0
<VL AOC E&E EA Core Processing>,Future Billing,Enterprise,Order Transaction Request,United States,11527.0
<VL EOC Enterprise Orders and Adjustments>,Future Billing,Enterprise,Order Transaction Request,Denmark,14485.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Ecuador,8952.0
<VL AOC Outbound Shipping>,Future Billing,Enterprise,Order Transaction Request,United States,13539.0
<VL LOC Orders>,Current Revenue,School,Order Transaction Request,United States,19267.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,15999.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,9940.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8702.0
<VL LOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Colombia,11620.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8765.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10383.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,16105.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,15687.0
