Queue,RevenuType,Program,Reason,CountryProcessed,time_to_complete
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,9007.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,20309.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10299.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10471.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10319.0
<VL EOC L2 Query>,Revenue Unknown,Enterprise,Order Transaction Request,Germany,1151.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,14265.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,8748.0
<VL NAOC Order Rework>,Credit / Rebill,Select Plus,Order Transaction Request,United States,11538.0
<VL AOC E&E EA Core Processing>,Current Revenue,SPLA,Order Transaction Request,United States,21742.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,8471.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10435.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,20862.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6178.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8987.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,20389.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Argentina,12688.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,90.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,20473.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4517.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,9409.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,11151.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,France,8583.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,India,11604.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Russia,3040.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France,9112.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,6101.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4510.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa,13348.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey,1469.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Luxembourg,10356.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,6182.0
<VL EOC Enterprise Orders and Adjustments>,Credit / Rebill,Enterprise,Order Transaction Request,Saudi Arabia,11805.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,13311.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,19278.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,1174.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,14936.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,13778.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,1131.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Russia,15068.0
<VL AOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,United States,16209.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Spain,18769.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,9481.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,4270.0
<VL AOC Outbound Shipping>,Non-revenue,Enterprise,Order Transaction Request,United States,8896.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,9826.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,9794.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,11855.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4667.0
<VL AOC E&E Ops In/Out>,Current Revenue,Enterprise,Order Transaction Request,Canada,11436.0
<VL AOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United States,14758.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,12958.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,4333.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Mexico,11439.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,11510.0
<VL AOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United States,14352.0
<VL AOC SMS&P Processing>,Current Revenue,EBU,Order Transaction Request,United States,8976.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,13096.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,14644.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,15704.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,14882.0
<VL AOC Ops Out>,Non-revenue,OV/OVS,Order Transaction Request,United States,19127.0
<VL AOC E&E Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,20152.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,18951.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,12970.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3962.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,14307.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,287.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,10099.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,20161.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,3733.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,10481.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,3455.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,9885.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Netherlands,586.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France,12772.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Saudi Arabia,2862.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Spain,8761.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,314.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,300.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,20912.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,10314.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium,7576.0
<VL AOC E&E EA Core Processing>,Future Billing,Enterprise,Order Transaction Request,United States,13169.0
<VL AOC E&E Ops In/Out>,Current Revenue,Enterprise,Order Transaction Request,United States,13088.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,14535.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,France,12717.0
<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Sweden,8873.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,2742.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,8713.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,12823.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Netherlands,1402.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,132.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,8040.0
<VL AOC Outbound Shipping>,Credit / Rebill,Enterprise,Order Transaction Request,Guatemala,14595.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,2563.0
<VL NAOC Rework>,Non-revenue,Not Program Specific,OLS Forms,United States,3917.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey,4485.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,10468.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,6101.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,2941.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,12755.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,11857.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,12672.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,11572.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,688.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,10096.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1735.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1794.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Qatar,282.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,288.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,172.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,190.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,204.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,9174.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,13416.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,453.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,16338.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,16657.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,France,1408.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Serbia,1161.0
<VL NAOC Rework>,Non-revenue,Enterprise,OLS Forms,United States,2128.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,7405.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,4480.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,1607.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Portugal,2933.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,16749.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Qatar,7449.0
<VL AOC Outbound Shipping>,Non-revenue,Enterprise,Order Transaction Request,United States,13282.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,12484.0
<VL EOC Enterprise Orders and Adjustments>,Disputed Revenue,Enterprise,Order Transaction Request,South Africa,1513.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,11199.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,4574.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,8089.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,11978.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,12114.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,11541.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,8631.0
<VL AOC Ops Out>,Non-revenue,Enterprise,OLS Forms,United States,7267.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,12904.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10565.0
<VL EOC CASA>,Non-revenue,School,Order Transaction Request,United Kingdom,28.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,17141.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,12027.0
<VL AOC L2 Query>,Non-revenue,Enterprise,Order Transaction Request,United States,11640.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,Brazil,1772.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,16414.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,16443.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,Brazil,1774.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,Brazil,7294.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,Brazil,1781.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,12477.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6031.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,16412.0
<VL AOC SMS&P Processing>,Non-revenue,SPLA,Order Transaction Request,United States,1891.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,16459.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,16465.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4413.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4433.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,1723.0
<VL AOC SMS&P Processing>,Current Revenue,OV/OVS,Order Transaction Request,Brazil,1719.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,7199.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,16399.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,11391.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,714.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,16530.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,579.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1613.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8955.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Russia,399.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,France,9193.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,8618.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,13455.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece,18470.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Germany,6026.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland,6069.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany,13024.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5112.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany,6575.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Germany,5772.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,11845.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,9757.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,3507.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,9052.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4797.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6090.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,7083.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5957.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6091.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,8524.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,2873.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,15376.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Guatemala,5709.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,15362.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,15373.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,15379.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,8508.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,14023.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,14103.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,12899.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,13749.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,3459.0
<VL AOC Outbound Shipping>,Non-revenue,Enterprise,Order Transaction Request,United States,10780.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Saudi Arabia,5737.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,France,3447.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,16857.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Japan,479.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4371.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4369.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Kuwait,1942.0
<VL Default E&E Transactions>,Non-revenue,Enterprise,OLS Forms,Singapore,11278.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4298.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,1517.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt,1711.0
<VL EOC Enterprise Orders and Adjustments>,Credit / Rebill,Enterprise,Order Transaction Request,Germany,1408.0
<VL EOC Enterprise Orders and Adjustments>,Future Billing,Enterprise,Order Transaction Request,Sweden,3386.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,378.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,6453.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,312.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,297.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Switzerland,338.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Israel,3266.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,4931.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,4993.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,4904.0
<VL NAOC Order Rework>,Current Revenue,Enterprise,Amend Licensing Agreement,Canada,707.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Sweden,4157.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,7521.0
<VL AOC Ops Out>,Non-revenue,Enterprise,OLS Forms,United States,3332.0
<VL LOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5875.0
<VL NAOC Order Rework>,Credit / Rebill,Campus,Order Transaction Request,United States,2073.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,472.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Portugal,2742.0
<VL AOC Outbound Shipping>,Current Revenue,SPLA,Order Transaction Request,United States,7389.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Brazil,11685.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,569.0
<VL AOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,United States,5615.0
<VL NAOC Order Rework>,Non-revenue,Enterprise,OLS Forms,United States,1640.0
<VL NAOC Orders>,Revenue Unknown,Enterprise,Order Transaction Request,Switzerland,7231.0
<VL AOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United States,13302.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,10374.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,9115.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,8791.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8686.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,444.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,10662.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,9456.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt,486.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,1571.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Germany,4097.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,1727.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Austria,325.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Germany,4108.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt,454.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,8465.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,1480.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,OLS Forms,Poland,7908.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Arab Emirates,4749.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Germany,4151.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria,3220.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,1679.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Jordan,1361.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,3787.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Serbia,1342.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,5503.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,3518.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,3748.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Brazil,283.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,3419.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4471.0
<VL LOC Order Rework>,Future Billing,Enterprise,Order Transaction Request,Panama,3414.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3579.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,OLS Forms,Italy,6955.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal,2644.0
<VL NAOC Rework>,Non-revenue,Enterprise,OLS Forms,United States,4919.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2167.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Ireland,5496.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,France,4305.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,769.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,10617.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10499.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany,8323.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3050.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4473.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,2850.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,4898.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1821.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2438.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,296.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1093.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2966.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,7208.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,8975.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,426.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,1884.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Bulgaria,11661.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland,3119.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,3463.0
