Columns,Importances,Absolute_Importances,Percentage_Importance
CountrySource_other,1046.6397431730436,1046.6397431730436,1.713634049860121e-06
SubReason_Tax Exemption Order,804.6315284999453,804.6315284999453,1.3174007520948235e-06
SubReason_P&H Electronic Order,682.0317950755742,682.0317950755742,1.1166716291371437e-06
CountrySource_australia,612.4892104866634,612.4892104866634,1.002811495653628e-06
sourcesystem_CLT,-537.5920994351675,537.5920994351675,8.801845453861965e-07
CountryProcessed_australia,-526.6082719818268,526.6082719818268,8.622010311497024e-07
SalesLocation_australia,-359.6390812421836,359.6390812421836,5.888270336540463e-07
CountrySource_southamerica,298.72447159344483,298.72447159344483,4.890932428163728e-07
ROCName_APOC,-247.25655986057285,247.25655986057285,4.048262669099718e-07
SalesLocation_southamerica,-221.7529188408403,221.7529188408403,3.630698670294091e-07
Queue_APOC,220.32025252468407,220.32025252468407,3.6072420244188826e-07
Source_Manual,212.287536610383,212.287536610383,3.47572460791157e-07
Revenutype_Future OTRRR with OLS,-163.95690900908892,163.95690900908892,2.684420726619973e-07
Queue_LOC,-161.52993878682238,161.52993878682238,2.6446846203044985e-07
CountrySource_northamerica,143.41974438481182,143.41974438481182,2.3481714601718006e-07
CountrySource_asia,133.68068436159814,133.68068436159814,2.1887165476455983e-07
Revenutype_Revenue Unknown,132.78728177453885,132.78728177453885,2.1740891163503125e-07
SalesLocation_northamerica,-124.25140492873165,124.25140492873165,2.0343335862952163e-07
Revenutype_Credit / Rebill,119.62778254432357,119.62778254432357,1.9586323070031003e-07
StatusReason_Problem Solved,118.63100448828393,118.63100448828393,1.9423123379963387e-07
Queue_E&E,109.35129924468745,109.35129924468745,1.7903783131151213e-07
SubReason_Future Pricing Only CPS,109.33949803358043,109.33949803358043,1.7901850951782474e-07
CountrySource_europe,107.47890973597978,107.47890973597978,1.7597222020926694e-07
StatusReason_Completed,106.19893070933814,106.19893070933814,1.7387654626083626e-07
CountryProcessed_asia,-81.86545209098729,81.86545209098729,1.3403602063209078e-07
CountryProcessed_other,-74.21154258781547,74.21154258781547,1.2150448814946203e-07
CountryProcessed_europe,-58.60714643834283,58.60714643834283,9.595584570237177e-08
Source_eAgreement (Ele),51.24297164492185,51.24297164492185,8.38986877763122e-08
SubReason_Electronic Order Pend / Reject,-48.55243035934252,48.55243035934252,7.949353959653314e-08
IsMagnumCase,47.89394223578002,47.89394223578002,7.841541536388717e-08
IsSOXCase,-46.62661423512408,46.62661423512408,7.634045458733456e-08
SalesLocation_europe,-43.273366104002015,43.273366104002015,7.08502749791152e-08
Queue_NAOC,-41.84163920398665,41.84163920398665,6.850614847143168e-08
Source_Hard Copy,41.534026297521144,41.534026297521144,6.800250244218992e-08
Revenutype_Future Billing,32.210102555031845,32.210102555031845,5.273670223954347e-08
Source_eAgreement (Phy),29.272022151142803,29.272022151142803,4.792626516778914e-08
SubReason_Manual Order Entry,-27.73810118261117,27.73810118261117,4.541481916297636e-08
Revenutype_Non-revenue,27.118017532242487,27.118017532242487,4.4399573502791584e-08
SubReason_True Up,27.038958129608286,27.038958129608286,4.427013174864527e-08
Revenutype_Current Revenue,24.326389595788832,24.326389595788832,3.9828918969891045e-08
SalesLocation_asia,-21.87531125536249,21.87531125536249,3.581583678910596e-08
HoldTypeName_3rd Party,-19.500941001225478,19.500941001225478,3.192834661781833e-08
Priority,18.575685404649633,18.575685404649633,3.041345144451909e-08
ROCName_EOC,-16.22665874884121,16.22665874884121,2.6567455639679065e-08
Created_on_Weekend,-15.82251395573243,15.82251395573243,2.5905760645711715e-08
CountryProcessed_southamerica,15.057971144248103,15.057971144248103,2.4653996031496486e-08
SubReason_Basic Enterprise Commitment,14.571480237640717,14.571480237640717,2.3857478043384978e-08
Complexity,13.465104316703016,13.465104316703016,2.20460396163323e-08
HoldTypeName_Internal,13.413254642887019,13.413254642887019,2.1961147592018502e-08
SubReason_Zero Usage Order,7.885737131383326,7.885737131383326,1.2911097390222606e-08
CountryProcessed_northamerica,-7.641517161176141,7.641517161176141,1.2511242846830149e-08
Source_Web,7.294476436610038,7.294476436610038,1.1943042751063024e-08
Source_Soft Copy,6.577035000333023,6.577035000333023,1.0768395904328886e-08
IsGovernment,5.8293699543899296,5.8293699543899296,9.5442647847384e-09
IsSignature,5.268684054305413,5.268684054305413,8.62626940387463e-09
Queue_EOC,3.604652083111325,3.604652083111325,5.901796284547847e-09
HoldTypeName_Customer,-3.336727811085627,3.336727811085627,5.463131349146752e-09
StageName,-2.1179172909158552,2.1179172909158552,3.4676068897384358e-09
HoldDuration,1.9353178037879175,1.9353178037879175,3.1686418440572926e-09
SubReason_Meteaop,1.8675209802685144,1.8675209802685144,3.0576399964655005e-09
Rolling_Std,-1.8348405319135754,1.8348405319135754,3.004133210170591e-09
Cases_resolved_within_past_8_hours,-1.7844808447038238,1.7844808447038238,2.92168069935602e-09
Cases_created_within_past_8_hours,-1.7225374048441084,1.7225374048441084,2.820262433518659e-09
Rolling_Mean,-1.6442376002566685,1.6442376002566685,2.6920643480612384e-09
Concurrent_open_cases,-1.6103954288898759,1.6103954288898759,2.6366555050915242e-09
Seconds_left_Month,-1.3863220678310606,1.3863220678310606,2.2697864427598233e-09
Seconds_left_Qtr,-1.228670396305216,1.228670396305216,2.011667759510677e-09
Rolling_Median,-1.1042962785732946,1.1042962785732946,1.8080334866322256e-09
Seconds_left_Day,-0.8803563340254925,0.8803563340254925,1.4413828634316365e-09
AmountinUSD,-0.12374016748569461,0.12374016748569461,2.025963238277514e-10
sourcesystem_Current Revenue,-0.006203526466421193,0.006203526466421193,1.0156860802781703e-11
sourcesystem_Web,-0.006203526466421193,0.006203526466421193,1.0156860802781703e-11
